"soma_id","target_full_name","target","uniprot","entrez_gene_id","entrez_gene_symbol","dilution","col_check","uniprot_single","entrez_gene_id_single","gene_id","converted_seq_ids","intracellular","membrane","secreted"
"SL023670","Lengsin","LGSN","Q5TDP6","51557","LGSN",10,"PASS","Q5TDP6","51557","LGSN","seq.24499.36",TRUE,FALSE,FALSE
"SL014858","Protein ripply3","DSCR6","P57055","53820","RIPPLY3",10,"PASS","P57055","53820","RIPPLY3","seq.24634.1",TRUE,FALSE,FALSE
"SL023301","Trafficking protein particle complex subunit 6A","TPC6A","O75865","79090","TRAPPC6A",10,"PASS","O75865","79090","TRAPPC6A","seq.24635.25",TRUE,FALSE,FALSE
"SL006052","Dr1-associated corepressor","Dr1-associated corepressor","Q14919","10589","DRAP1",10,"PASS","Q14919","10589","DRAP1","seq.24636.9",TRUE,FALSE,FALSE
"SL023182","Transcription elongation factor A protein-like 5","TCAL5","Q5H9L2","340543","TCEAL5",10,"PASS","Q5H9L2","340543","TCEAL5","seq.24637.3",TRUE,FALSE,FALSE
"SL023635","Leucine repeat adapter protein 25","LRA25","Q8N5H3","23625","FAM89B",10,"PASS","Q8N5H3","23625","FAM89B","seq.24638.3",TRUE,FALSE,FALSE
"SL023051","Hairy/enhancer-of-split related with YRPW motif protein 1","HEY1","Q9Y5J3","23462","HEY1",10,"PASS","Q9Y5J3","23462","HEY1","seq.24640.63",TRUE,FALSE,FALSE
"SL011993","Claudin-1","CLD1","O95832","9076","CLDN1",10,"PASS","O95832","9076","CLDN1","seq.24641.10",FALSE,TRUE,FALSE
"SL023249","Protein FAM92A","FA92A","A1XBS5","137392","FAM92A",10,"PASS","A1XBS5","137392","CIBAR1","seq.24642.21",TRUE,FALSE,FALSE
"SL008428","Lambda-crystallin homolog","CRYL1","Q9Y2S2","51084","CRYL1",10,"PASS","Q9Y2S2","51084","CRYL1","seq.24643.21",TRUE,FALSE,FALSE
"SL023350","Bridging integrator 3","BIN3","Q9NQY0","55909","BIN3",10,"PASS","Q9NQY0","55909","BIN3","seq.24645.2",TRUE,FALSE,FALSE
"SL006473","Serine--pyruvate aminotransferase","SPYA","P21549","189","AGXT",10,"PASS","P21549","189","AGXT","seq.24646.47",TRUE,FALSE,FALSE
"SL023503","C->U-editing enzyme APOBEC-2","ABEC2","Q9Y235","10930","APOBEC2",10,"PASS","Q9Y235","10930","APOBEC2","seq.24647.3",TRUE,FALSE,FALSE
"SL014944","Histone RNA hairpin-binding protein","SLBP","Q14493","7884","SLBP",10,"PASS","Q14493","7884","SLBP","seq.24648.8",TRUE,FALSE,FALSE
"SL023296","Protein N-terminal glutamine amidohydrolase","NTAQ1","Q96HA8","55093","NTAQ1",10,"PASS","Q96HA8","55093","NTAQ1","seq.24649.11",TRUE,FALSE,FALSE
"SL016462","Reticulon-1","RTN1","Q16799","6252","RTN1",0.5,"PASS","Q16799","6252","RTN1","seq.24651.1",FALSE,TRUE,FALSE
"SL023217","Transcription cofactor HES-6","HES6","Q96HZ4","55502","HES6",10,"PASS","Q96HZ4","55502","HES6","seq.24654.13",TRUE,FALSE,FALSE
"SL023307","RILP-like protein 2","RIPL2","Q969X0","196383","RILPL2",10,"PASS","Q969X0","196383","RILPL2","seq.24655.23",TRUE,FALSE,FALSE
"SL023619","Sesquipedalian-2","SESQ2","Q6ICB4","150368","PHETA2",10,"PASS","Q6ICB4","150368","PHETA2","seq.24656.6",TRUE,FALSE,FALSE
"SL023340","Coiled-coil domain-containing protein 115","CC115","Q96NT0","84317","CCDC115",10,"PASS","Q96NT0","84317","CCDC115","seq.24658.98",TRUE,FALSE,FALSE
"SL009432","DnaJ homolog subfamily B member 13","DJB13","P59910","374407","DNAJB13",10,"PASS","P59910","374407","DNAJB13","seq.24659.6",TRUE,FALSE,FALSE
"SL023341","MAP6 domain-containing protein 1","MA6D1","Q9H9H5","79929","MAP6D1",10,"PASS","Q9H9H5","79929","MAP6D1","seq.24661.4",TRUE,FALSE,FALSE
"SL023641","Tetratricopeptide repeat protein 36","TTC36","A6NLP5","143941","TTC36",10,"PASS","A6NLP5","143941","TTC36","seq.24662.78",TRUE,FALSE,FALSE
"SL016466","UPF0510 protein INM02","INM02","Q5UCC4","284361","EMC10",0.5,"PASS","Q5UCC4","284361","EMC10","seq.24664.3",TRUE,TRUE,TRUE
"SL019956","GTP-binding protein REM 1","REM1","O75628","28954","REM1",10,"PASS","O75628","28954","REM1","seq.24665.48",TRUE,FALSE,FALSE
"SL023590","Cancer/testis antigen family 45 member A1","CT451","Q5HYN5","541466","CT45A1",10,"PASS","Q5HYN5","541466","CT45A1","seq.24667.27",TRUE,FALSE,FALSE
"SL023380","DnaJ homolog subfamily C member 5B","DNJ5B","Q9UF47","85479","DNAJC5B",10,"PASS","Q9UF47","85479","DNAJC5B","seq.24669.12",TRUE,TRUE,FALSE
"SL023273","PIH1 domain-containing protein 1","PIHD1","Q9NWS0","55011","PIH1D1",10,"PASS","Q9NWS0","55011","PIH1D1","seq.24670.1",TRUE,FALSE,FALSE
"SL007810","Apoptosis-associated speck-like protein containing a CARD","ASC","Q9ULZ3","29108","PYCARD",10,"PASS","Q9ULZ3","29108","PYCARD","seq.24671.15",TRUE,FALSE,FALSE
"SL023492","Microtubule-associated serine/threonine-protein kinase 4","MAST4","O15021","375449","MAST4",10,"PASS","O15021","375449","MAST4","seq.24675.2",TRUE,FALSE,FALSE
"SL018878","Uncharacterized protein C21orf59","CU059","P57076","56683","CFAP298",10,"PASS","P57076","56683","CFAP298","seq.24676.105",TRUE,FALSE,FALSE
"SL023278","Protein RER1","RER1","O15258","11079","RER1",10,"PASS","O15258","11079","RER1","seq.24677.106",FALSE,TRUE,FALSE
"SL023411","Cell death regulator Aven","AVEN","Q9NQS1","57099","AVEN",10,"PASS","Q9NQS1","57099","AVEN","seq.24678.10",TRUE,FALSE,FALSE
"SL023233","Transcription factor ETV7","ETV7","Q9Y603","51513","ETV7",10,"PASS","Q9Y603","51513","ETV7","seq.24679.35",TRUE,FALSE,FALSE
"SL000133","C-C motif chemokine 20","MIP-3a","P78556","6364","CCL20",10,"PASS","P78556","6364","CCL20","seq.2468.62",FALSE,FALSE,TRUE
"SL007663","Thioredoxin domain-containing protein 1","TXND1","Q9H3N1","81542","TMX1",10,"PASS","Q9H3N1","81542","TMX1","seq.24680.51",FALSE,TRUE,FALSE
"SL013067","Phosphoserine phosphatase","SERB","P78330","5723","PSPH",10,"PASS","P78330","5723","PSPH","seq.24681.2",TRUE,FALSE,FALSE
"SL010790","Cytochrome b reductase 1","CYBR1","Q53TN4","79901","CYBRD1",0.5,"PASS","Q53TN4","79901","CYBRD1","seq.24682.35",FALSE,TRUE,FALSE
"SL023426","GTPase IMAP family member 7","GIMA7","Q8NHV1","168537","GIMAP7",10,"PASS","Q8NHV1","168537","GIMAP7","seq.24683.11",TRUE,FALSE,FALSE
"SL019969","GTPase IMAP family member 4","GIMA4","Q9NUV9","55303","GIMAP4",10,"PASS","Q9NUV9","55303","GIMAP4","seq.24684.7",TRUE,FALSE,FALSE
"SL023289","Sorting nexin-11","SNX11","Q9Y5W9","29916","SNX11",10,"PASS","Q9Y5W9","29916","SNX11","seq.24685.12",TRUE,FALSE,FALSE
"SL015085","Acyl-CoA-binding domain-containing protein 4","ACBD4","Q8NC06","79777","ACBD4",10,"PASS","Q8NC06","79777","ACBD4","seq.24686.19",TRUE,TRUE,FALSE
"SL023280","Alpha-tocopherol transfer protein-like","TTPAL","Q9BTX7","79183","TTPAL",10,"PASS","Q9BTX7","79183","TTPAL","seq.24687.18",TRUE,FALSE,FALSE
"SL023648","Doublesex- and mab-3-related transcription factor B1","DMRTB","Q96MA1","63948","DMRTB1",10,"PASS","Q96MA1","63948","DMRTB1","seq.24688.9",TRUE,FALSE,FALSE
"SL008229","Polymerase I and transcript release factor","PTRF","Q6NZI2","284119","CAVIN1",10,"PASS","Q6NZI2","284119","CAVIN1","seq.24689.9",TRUE,FALSE,FALSE
"SL023584","Calcium-binding protein 2","CABP2","Q9NPB3","51475","CABP2",10,"PASS","Q9NPB3","51475","CABP2","seq.24690.1",TRUE,FALSE,FALSE
"SL010855","Chloride intracellular channel protein 3","CLIC3","O95833","9022","CLIC3",10,"PASS","O95833","9022","CLIC3","seq.24693.5",TRUE,FALSE,FALSE
"SL008393","Ezrin-radixin-moesin-binding phosphoprotein 50","NHERF","O14745","9368","SLC9A3R1",10,"PASS","O14745","9368","SLC9A3R1","seq.24694.158",TRUE,FALSE,FALSE
"SL023616","Pleckstrin homology domain-containing family B member 1","PKHB1","Q9UF11","58473","PLEKHB1",10,"PASS","Q9UF11","58473","PLEKHB1","seq.24695.8",TRUE,FALSE,FALSE
"SL023607","PDZ domain-containing protein MAGIX","MAGIX","Q9H6Y5","79917","MAGIX",10,"PASS","Q9H6Y5","79917","MAGIX","seq.24696.14",TRUE,FALSE,FALSE
"SL013079","Heterogeneous nuclear ribonucleoprotein A0","ROA0","Q13151","10949","HNRNPA0",10,"PASS","Q13151","10949","HNRNPA0","seq.24697.48",TRUE,FALSE,FALSE
"SL023310","Pre-mRNA-splicing factor 18","PRP18","Q99633","8559","PRPF18",10,"PASS","Q99633","8559","PRPF18","seq.24698.12",TRUE,FALSE,FALSE
"SL014959","ADP-ribosylation factor-like protein 6-interacting protein 1","AR6P1","Q15041","23204","ARL6IP1",10,"PASS","Q15041","23204","ARL6IP1","seq.24699.20",TRUE,TRUE,FALSE
"SL023578","Dystrobrevin alpha","DTNA","Q9Y4J8","1837","DTNA",10,"PASS","Q9Y4J8","1837","DTNA","seq.24701.21",TRUE,TRUE,FALSE
"SL023564","Coiled-coil domain-containing protein 149","CC149","Q6ZUS6","91050","CCDC149",10,"PASS","Q6ZUS6","91050","CCDC149","seq.24702.31",TRUE,FALSE,FALSE
"SL023519","COMM domain-containing protein 5","COMD5","Q9GZQ3","28991","COMMD5",10,"PASS","Q9GZQ3","28991","COMMD5","seq.24704.38",TRUE,FALSE,FALSE
"SL015305","Craniofacial development protein 1","CFDP1","Q9UEE9","10428","CFDP1",10,"PASS","Q9UEE9","10428","CFDP1","seq.24706.73",TRUE,FALSE,FALSE
"SL023476","Uncharacterized protein CXorf38","CX038","Q8TB03","159013","CXorf38",10,"PASS","Q8TB03","159013","CXorf38","seq.24707.6",TRUE,FALSE,FALSE
"SL023299","Short-chain dehydrogenase/reductase 3","DHRS3","O75911","9249","DHRS3",10,"PASS","O75911","9249","DHRS3","seq.24708.7",TRUE,TRUE,FALSE
"SL023653","Microtubule-associated tumor suppressor candidate 2","MTUS2","Q5JR59","23281","MTUS2",10,"PASS","Q5JR59","23281","MTUS2","seq.24710.1",TRUE,FALSE,FALSE
"SL023643","Short stature homeobox protein","SHOX","O15266","6473","SHOX",10,"PASS","O15266","6473","SHOX","seq.24711.21",TRUE,FALSE,FALSE
"SL023534","GTP-binding protein 10","GTPBA","A4D1E9","85865","GTPBP10",10,"PASS","A4D1E9","85865","GTPBP10","seq.24712.6",TRUE,FALSE,FALSE
"SL023607","PDZ domain-containing protein MAGIX","MAGIX","Q9H6Y5","79917","MAGIX",10,"PASS","Q9H6Y5","79917","MAGIX","seq.24713.4",TRUE,FALSE,FALSE
"SL010948","Serine/threonine-protein phosphatase 2A regulatory subunit B'","PTPA","Q15257","5524","PTPA",0.5,"PASS","Q15257","5524","PTPA","seq.24717.26",TRUE,FALSE,FALSE
"SL023625","Leucine-rich repeat-containing protein 75A","LR75A","Q8NAA5","388341","LRRC75A",10,"PASS","Q8NAA5","388341","LRRC75A","seq.24718.8",TRUE,FALSE,FALSE
"SL023514","Ankyrin repeat domain-containing protein 16","ANR16","Q6P6B7","54522","ANKRD16",10,"PASS","Q6P6B7","54522","ANKRD16","seq.24720.10",TRUE,FALSE,FALSE
"SL023485","Golgi phosphoprotein 3","GOLP3","Q9H4A6","64083","GOLPH3",10,"PASS","Q9H4A6","64083","GOLPH3","seq.24721.17",TRUE,FALSE,FALSE
"SL021796","Spindlin-3","SPIN3","Q5JUX0","169981","SPIN3",10,"PASS","Q5JUX0","169981","SPIN3","seq.24722.13",TRUE,TRUE,FALSE
"SL005729","Eukaryotic translation initiation factor 2 subunit 2","eIF-2-beta","P20042","8894","EIF2S2",10,"PASS","P20042","8894","EIF2S2","seq.24723.58",TRUE,FALSE,FALSE
"SL023536","Vacuolar protein sorting-associated protein 26B","VP26B","Q4G0F5","112936","VPS26B",10,"PASS","Q4G0F5","112936","VPS26B","seq.24724.4",TRUE,FALSE,FALSE
"SL015121","COP9 signalosome complex subunit 5","CSN5","Q92905","10987","COPS5",10,"PASS","Q92905","10987","COPS5","seq.24725.4",TRUE,FALSE,FALSE
"SL000573","Serum amyloid P-component","SAP","P02743","325","APCS",0.005,"PASS","P02743","325","APCS","seq.2474.54",FALSE,FALSE,TRUE
"SL004010","Mast/stem cell growth factor receptor Kit","SCF sR","P10721","3815","KIT",0.5,"PASS","P10721","3815","KIT","seq.2475.1",FALSE,TRUE,FALSE
"SL003043","Metalloproteinase inhibitor 3","TIMP-3","P35625","7078","TIMP3",10,"PASS","P35625","7078","TIMP3","seq.2480.58",FALSE,FALSE,TRUE
"SL009030","Epidermal growth factor receptor kinase substrate 8-like protein 2","ES8L2","Q9H6S3","64787","EPS8L2",10,"PASS","Q9H6S3","64787","EPS8L2","seq.24891.54",TRUE,FALSE,FALSE
"SL023565","Testicular spindle-associated protein SHCBP1L","SHP1L","Q9BZQ2","81626","SHCBP1L",10,"PASS","Q9BZQ2","81626","SHCBP1L","seq.24892.8",TRUE,FALSE,FALSE
"SL023599","F-BAR and double SH3 domains protein 1","FCSD1","Q86WN1","89848","FCHSD1",0.5,"PASS","Q86WN1","89848","FCHSD1","seq.24895.25",TRUE,FALSE,FALSE
"SL023247","Menin","MEN1","O00255","4221","MEN1",10,"PASS","O00255","4221","MEN1","seq.24896.5",TRUE,FALSE,FALSE
"SL010952","Sec1 family domain-containing protein 1","SCFD1","Q8WVM8","23256","SCFD1",10,"PASS","Q8WVM8","23256","SCFD1","seq.24898.39",TRUE,FALSE,FALSE
"SL013218","Epidermal growth factor receptor kinase substrate 8-like protein 1","ES8L1","Q8TE68","54869","EPS8L1",10,"PASS","Q8TE68","54869","EPS8L1","seq.24899.13",TRUE,FALSE,FALSE
"SL023577","VPS9 domain-containing protein 1","VP9D1","Q9Y2B5","9605","VPS9D1",10,"PASS","Q9Y2B5","9605","VPS9D1","seq.24900.46",TRUE,FALSE,FALSE
"SL013734","Villin-1","VILI","P09327","7429","VIL1",10,"PASS","P09327","7429","VIL1","seq.24901.4",TRUE,FALSE,FALSE
"SL023226","Gephyrin","GEPH","Q9NQX3","10243","GPHN",10,"PASS","Q9NQX3","10243","GPHN","seq.24902.84",TRUE,FALSE,FALSE
"SL023566","Kelch-like protein 14","KLH14","Q9P2G3","57565","KLHL14",10,"PASS","Q9P2G3","57565","KLHL14","seq.24903.7",TRUE,FALSE,FALSE
"SL023600","Syntaxin-binding protein 4","STXB4","Q6ZWJ1","252983","STXBP4",10,"PASS","Q6ZWJ1","252983","STXBP4","seq.24904.121",TRUE,FALSE,FALSE
"SL023688","Protein CXorf40A","CX04A","Q8TE69","91966","EOLA1",10,"PASS","Q8TE69","91966","EOLA1","seq.24905.22",TRUE,FALSE,FALSE
"SL023621","Mitochondrial-processing peptidase subunit alpha","MPPA","Q10713","23203","PMPCA",0.5,"PASS","Q10713","23203","PMPCA","seq.24907.3",TRUE,FALSE,FALSE
"SL008876","Amphiphysin","AMPH","P49418","273","AMPH",10,"PASS","P49418","273","AMPH","seq.24908.19",TRUE,FALSE,FALSE
"SL011669","1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1","Phospholipase C-delta-1","P51178","5333","PLCD1",10,"PASS","P51178","5333","PLCD1","seq.24909.40",TRUE,FALSE,FALSE
"SL010248","Non-POU domain-containing octamer-binding protein","NonO protein","Q15233","4841","NONO",10,"PASS","Q15233","4841","NONO","seq.24910.18",TRUE,FALSE,FALSE
"SL002568","LRP","LRP","Q14764","9961","MVP",10,"PASS","Q14764","9961","MVP","seq.24911.57",TRUE,FALSE,FALSE
"SL023747","WD repeat-containing protein 26","WDR26","Q9H7D7","80232","WDR26",10,"PASS","Q9H7D7","80232","WDR26","seq.24912.40",TRUE,FALSE,FALSE
"SL003868","Enhancer of zeste homolog 2","EZH2","Q15910","2146","EZH2",10,"PASS","Q15910","2146","EZH2","seq.24914.10",TRUE,FALSE,FALSE
"SL023617","Calpain-13","CAN13","Q6MZZ7","92291","CAPN13",10,"PASS","Q6MZZ7","92291","CAPN13","seq.24915.123",TRUE,FALSE,FALSE
"SL023550","DnaJ homolog subfamily C member 1","DNJC1","Q96KC8","64215","DNAJC1",10,"PASS","Q96KC8","64215","DNAJC1","seq.24917.95",FALSE,TRUE,FALSE
"SL023055","Glutaminase kidney isoform, mitochondrial","GLSK","O94925","2744","GLS",10,"PASS","O94925","2744","GLS","seq.24920.6",TRUE,FALSE,FALSE
"SL015196","HIRA-interacting protein 3","HIRP3","Q9BW71","8479","HIRIP3",10,"PASS","Q9BW71","8479","HIRIP3","seq.24921.73",TRUE,FALSE,FALSE
"SL011264","NHL repeat-containing protein 2","NHLC2","Q8NBF2","374354","NHLRC2",10,"PASS","Q8NBF2","374354","NHLRC2","seq.24922.19",TRUE,FALSE,FALSE
"SL023613","Secernin-3","SCRN3","Q0VDG4","79634","SCRN3",10,"PASS","Q0VDG4","79634","SCRN3","seq.24923.27",TRUE,FALSE,FALSE
"SL013144","Far upstream element-binding protein 2","FUBP2","Q92945","8570","KHSRP",10,"PASS","Q92945","8570","KHSRP","seq.24926.9",TRUE,FALSE,FALSE
"SL023664","Mitotic-spindle organizing protein 2A","MZT2A","Q6P582","653784","MZT2A",10,"PASS","Q6P582","653784","MZT2A","seq.24928.20",TRUE,FALSE,FALSE
"SL023245","Transcription factor SOX-6","SOX6","P35712","55553","SOX6",10,"PASS","P35712","55553","SOX6","seq.24929.26",TRUE,FALSE,FALSE
"SL006672","Epidermal growth factor receptor kinase substrate 8-like protein 3","ES8L3","Q8TE67","79574","EPS8L3",10,"PASS","Q8TE67","79574","EPS8L3","seq.24931.9",TRUE,FALSE,FALSE
"SL013284","Opioid growth factor receptor","OGFR","Q9NZT2","11054","OGFR",10,"PASS","Q9NZT2","11054","OGFR","seq.24934.96",TRUE,FALSE,FALSE
"SL015230","Forkhead box protein P1","FOXP1","Q9H334","27086","FOXP1",10,"PASS","Q9H334","27086","FOXP1","seq.24935.62",TRUE,FALSE,FALSE
"SL015344","Rho GTPase-activating protein 26","RHG26","Q9UNA1","23092","ARHGAP26",10,"PASS","Q9UNA1","23092","ARHGAP26","seq.24937.7",TRUE,TRUE,FALSE
"SL007320","AP-2 complex subunit beta-1","AP2B1","P63010","163","AP2B1",0.5,"PASS","P63010","163","AP2B1","seq.24938.7",TRUE,FALSE,FALSE
"SL004539","Inhibitor of nuclear factor kappa B kinase beta subunit","IKK-beta","O14920","3551","IKBKB",10,"PASS","O14920","3551","IKBKB","seq.24940.3",TRUE,FALSE,FALSE
"SL023678","Clustered mitochondria protein homolog","CLU","O75153","23277","CLUH",10,"PASS","O75153","23277","CLUH","seq.24941.14",TRUE,FALSE,FALSE
"SL023628","RalBP1-associated Eps domain-containing protein 2","REPS2","Q8NFH8","9185","REPS2",10,"PASS","Q8NFH8","9185","REPS2","seq.24944.12",TRUE,FALSE,FALSE
"SL023640","Sorting nexin-27","SNX27","Q96L92","81609","SNX27",10,"PASS","Q96L92","81609","SNX27","seq.24945.16",TRUE,FALSE,FALSE
"SL023675","Rho GTPase-activating protein 22","RHG22","Q7Z5H3","58504","ARHGAP22",10,"PASS","Q7Z5H3","58504","ARHGAP22","seq.24946.9",TRUE,FALSE,FALSE
"SL007800","Numb-like protein","NUMBL","Q9Y6R0","9253","NUMBL",10,"PASS","Q9Y6R0","9253","NUMBL","seq.24947.40",TRUE,FALSE,FALSE
"SL013224","Paraspeckle component 1","PSPC1","Q8WXF1","55269","PSPC1",10,"PASS","Q8WXF1","55269","PSPC1","seq.24948.79",TRUE,FALSE,FALSE
"SL013260","Specifically androgen-regulated gene protein","SARG","Q9BW04","79098","SARG",10,"PASS","Q9BW04","79098","C1orf116","seq.24950.21",TRUE,FALSE,FALSE
"SL023253","Protein VAC14 homolog","VAC14","Q08AM6","55697","VAC14",10,"PASS","Q08AM6","55697","VAC14","seq.24951.3",TRUE,FALSE,FALSE
"SL013242","Far upstream element-binding protein 3","FUBP3","Q96I24","8939","FUBP3",10,"PASS","Q96I24","8939","FUBP3","seq.24952.28",TRUE,FALSE,FALSE
"SL006988","Kinesin-like protein KIF3B","KIF3B","O15066","9371","KIF3B",10,"PASS","O15066","9371","KIF3B","seq.24953.27",TRUE,FALSE,FALSE
"SL008185","AP-1 complex subunit beta-1","AP1B1","Q10567","162","AP1B1",10,"PASS","Q10567","162","AP1B1","seq.24954.83",TRUE,FALSE,FALSE
"SL020104","Zinc fingers and homeoboxes protein 2","ZHX2","Q9Y6X8","22882","ZHX2",10,"PASS","Q9Y6X8","22882","ZHX2","seq.24955.116",TRUE,FALSE,FALSE
"SL023189","N6-adenosine-methyltransferase 70 kDa subunit","MTA70","Q86U44","56339","METTL3",10,"PASS","Q86U44","56339","METTL3","seq.24956.1",TRUE,FALSE,FALSE
"SL014551","Espin","ESPN","B1AK53","83715","None",10,"PASS","B1AK53","83715","ESPN","seq.24957.6",TRUE,FALSE,FALSE
"SL023563","DNA-binding protein RFX5","RFX5","P48382","5993","RFX5",10,"PASS","P48382","5993","RFX5","seq.24958.3",TRUE,FALSE,FALSE
"SL020262","Cytochrome b5 reductase 4","NB5R4","Q7L1T6","51167","CYB5R4",10,"PASS","Q7L1T6","51167","CYB5R4","seq.24959.20",TRUE,FALSE,FALSE
"SL013722","Huntingtin-interacting protein 1-related protein","HIP1R","O75146","9026","HIP1R",10,"PASS","O75146","9026","HIP1R","seq.24960.48",TRUE,FALSE,FALSE
"SL023606","SH3 domain-containing kinase-binding protein 1","SH3K1","Q96B97","30011","SH3KBP1",10,"PASS","Q96B97","30011","SH3KBP1","seq.24962.7",TRUE,FALSE,FALSE
"SL023478","Armadillo repeat-containing protein 3","ARMC3","Q5W041","219681","ARMC3",10,"PASS","Q5W041","219681","ARMC3","seq.24963.1",TRUE,FALSE,FALSE
"SL008346","Protocadherin-1","PCDH1","Q08174","5097","PCDH1",10,"PASS","Q08174","5097","PCDH1","seq.24967.4",TRUE,TRUE,FALSE
"SL023580","T-lymphoma invasion and metastasis-inducing protein 2","TIAM2","Q8IVF5","26230","TIAM2",10,"PASS","Q8IVF5","26230","TIAM2","seq.24968.10",TRUE,FALSE,FALSE
"SL023255","Serrate RNA effector molecule homolog","SRRT","Q9BXP5","51593","SRRT",10,"PASS","Q9BXP5","51593","SRRT","seq.24970.117",TRUE,FALSE,FALSE
"SL011316","Phosphatidylinositide phosphatase SAC2","SAC2","Q9Y2H2","22876","INPP5F",10,"PASS","Q9Y2H2","22876","INPP5F","seq.24971.2",TRUE,TRUE,FALSE
"SL018387","MICAL-like protein 1","MILK1","Q8N3F8","85377","MICALL1",10,"PASS","Q8N3F8","85377","MICALL1","seq.24973.11",TRUE,FALSE,FALSE
"SL012627","Fc receptor-like A","FCRLA","Q7L513","84824","FCRLA",10,"PASS","Q7L513","84824","FCRLA","seq.24975.3",TRUE,TRUE,FALSE
"SL021182","Villin-like protein","VILL","O15195","50853","VILL",10,"PASS","O15195","50853","VILL","seq.24977.18",TRUE,FALSE,FALSE
"SL013051","Eukaryotic translation initiation factor 3 subunit B","EIF3B","P55884","8662","EIF3B",10,"PASS","P55884","8662","EIF3B","seq.24979.17",TRUE,FALSE,FALSE
"SL023261","Cytoplasmic dynein 1 light intermediate chain 1","DC1L1","Q9Y6G9","51143","DYNC1LI1",10,"PASS","Q9Y6G9","51143","DYNC1LI1","seq.24981.8",TRUE,FALSE,FALSE
"SL019481","MAGUK p55 subfamily member 5","MPP5","Q8N3R9","64398","MPP5",10,"PASS","Q8N3R9","64398","MPP5","seq.24982.33",TRUE,FALSE,FALSE
"SL006623","ELKS/RAB6-interacting/CAST family member 1","RB6I2","Q8IUD2","23085","ERC1",10,"PASS","Q8IUD2","23085","ERC1","seq.24983.119",TRUE,FALSE,FALSE
"SL004643","Angiopoietin-4","Angiopoietin-4","Q9Y264","51378","ANGPT4",10,"PASS","Q9Y264","51378","ANGPT4","seq.2500.2",FALSE,FALSE,TRUE
"SL000055","Cadherin-1","Cadherin E","P12830","999","CDH1",0.5,"PASS","P12830","999","CDH1","seq.2501.51",TRUE,TRUE,FALSE
"SL005680","Transitional endoplasmic reticulum ATPase","TER ATPase","P55072","7415","VCP",10,"PASS","P55072","7415","VCP","seq.25033.194",TRUE,FALSE,FALSE
"SL023221","Ran GTPase-activating protein 1","RAGP1","P46060","5905","RANGAP1",10,"PASS","P46060","5905","RANGAP1","seq.25036.10",TRUE,FALSE,FALSE
"SL023188","Aspartyl aminopeptidase","DNPEP","Q9ULA0","23549","DNPEP",10,"PASS","Q9ULA0","23549","DNPEP","seq.25037.4",TRUE,TRUE,FALSE
"SL023749","Wee1-like protein kinase 2","WEE2","P0C1S8","494551","WEE2",10,"PASS","P0C1S8","494551","WEE2","seq.25038.5",TRUE,FALSE,FALSE
"SL015309","Kelch-like protein 3","KLHL3","Q9UH77","26249","KLHL3",10,"PASS","Q9UH77","26249","KLHL3","seq.25039.10",TRUE,FALSE,FALSE
"SL023167","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4","F264","Q16877","5210","PFKFB4",10,"PASS","Q16877","5210","PFKFB4","seq.25041.11",TRUE,FALSE,FALSE
"SL011182","NAD-dependent malic enzyme, mitochondrial","MAOM","P23368","4200","ME2",10,"PASS","P23368","4200","ME2","seq.25042.3",TRUE,FALSE,FALSE
"SL007297","Succinyl-CoA:3-ketoacid-coenzyme A transferase 1, mitochondrial","SCOT","P55809","5019","OXCT1",10,"PASS","P55809","5019","OXCT1","seq.25043.74",TRUE,FALSE,FALSE
"SL008652","Protein kinase C and casein kinase substrate in neurons protein 2","PACN2","Q9UNF0","11252","PACSIN2",10,"PASS","Q9UNF0","11252","PACSIN2","seq.25048.30",TRUE,FALSE,FALSE
"SL025947","Nonspecific lipid-transfer protein:isoform SCPx","NLTP:isoform SCPx","P22307","6342","SCP2",10,"PASS","P22307","6342","SCP2","seq.25049.8",TRUE,FALSE,FALSE
"SL004144","GDNF family receptor alpha-3","GFRa-3","O60609","2676","GFRA3",10,"PASS","O60609","2676","GFRA3","seq.2505.49",FALSE,TRUE,FALSE
"SL010982","Tripeptidyl-peptidase 2","TPP2","P29144","7174","TPP2",10,"PASS","P29144","7174","TPP2","seq.25050.82",TRUE,FALSE,FALSE
"SL016208","Fat mass and obesity-associated protein","FTO","Q9C0B1","79068","FTO",10,"PASS","Q9C0B1","79068","FTO","seq.25051.104",TRUE,FALSE,FALSE
"SL011260","Cytokine receptor-like factor 3","CRLF3","Q8IUI8","51379","CRLF3",10,"PASS","Q8IUI8","51379","CRLF3","seq.25052.3",TRUE,FALSE,FALSE
"SL023475","Cytoplasmic dynein 1 light intermediate chain 2","DC1L2","O43237","1783","DYNC1LI2",10,"PASS","O43237","1783","DYNC1LI2","seq.25053.1",TRUE,FALSE,FALSE
"SL023173","Pre-mRNA-processing factor 19","PRP19","Q9UMS4","27339","PRPF19",10,"PASS","Q9UMS4","27339","PRPF19","seq.25054.15",TRUE,FALSE,FALSE
"SL023151","Oxysterol-binding protein 1","OSBP1","P22059","5007","OSBP",10,"PASS","P22059","5007","OSBP","seq.25055.56",TRUE,FALSE,FALSE
